fn_name;iterators;loops;nested_loops
num::<impl i16>::pow;0;4;0
num::<impl i32>::checked_pow;0;2;0
num::<impl i32>::strict_pow;0;2;0
num::<impl i32>::wrapping_pow;0;4;0
num::<impl i32>::overflowing_pow;0;2;0
num::<impl i32>::pow;0;4;0
num::<impl i64>::checked_pow;0;2;0
num::<impl i64>::strict_pow;0;2;0
num::<impl i64>::wrapping_pow;0;4;0
num::<impl i64>::overflowing_pow;0;2;0
num::<impl i64>::pow;0;4;0
num::<impl i128>::checked_pow;0;2;0
num::<impl i128>::strict_pow;0;2;0
num::<impl i128>::wrapping_pow;0;4;0
num::<impl i128>::overflowing_pow;0;2;0
num::<impl i128>::pow;0;4;0
num::<impl isize>::checked_pow;0;2;0
num::<impl isize>::strict_pow;0;2;0
num::<impl isize>::wrapping_pow;0;4;0
num::<impl isize>::overflowing_pow;0;2;0
num::<impl isize>::pow;0;4;0
num::<impl u8>::checked_ilog;0;1;0
num::<impl u8>::checked_pow;0;2;0
num::<impl u8>::strict_pow;0;2;0
num::<impl u8>::wrapping_pow;0;4;0
num::<impl u8>::overflowing_pow;0;2;0
num::<impl u8>::pow;0;4;0
num::<impl u16>::checked_ilog;0;1;0
num::<impl u16>::checked_pow;0;2;0
num::<impl u16>::strict_pow;0;2;0
num::<impl u16>::wrapping_pow;0;4;0
num::<impl u16>::overflowing_pow;0;2;0
num::<impl u16>::pow;0;4;0
num::<impl u32>::checked_ilog;0;1;0
num::<impl u32>::checked_pow;0;2;0
num::<impl u32>::strict_pow;0;2;0
num::<impl u32>::wrapping_pow;0;4;0
num::<impl u32>::overflowing_pow;0;2;0
num::<impl u32>::pow;0;4;0
num::<impl u64>::checked_ilog;0;1;0
num::<impl u64>::checked_pow;0;2;0
num::<impl u64>::strict_pow;0;2;0
num::<impl u64>::wrapping_pow;0;4;0
num::<impl u64>::overflowing_pow;0;2;0
num::<impl u64>::pow;0;4;0
num::<impl u128>::checked_ilog;0;1;0
num::<impl u128>::checked_pow;0;2;0
num::<impl u128>::strict_pow;0;2;0
num::<impl u128>::wrapping_pow;0;4;0
num::<impl u128>::overflowing_pow;0;2;0
num::<impl u128>::pow;0;4;0
num::<impl usize>::checked_ilog;0;1;0
num::<impl usize>::checked_pow;0;2;0
num::<impl usize>::strict_pow;0;2;0
num::<impl usize>::wrapping_pow;0;4;0
num::<impl usize>::overflowing_pow;0;2;0
num::<impl usize>::pow;0;4;0
num::<impl usize>::repeat_u16;0;1;0
num::<impl isize>::from_ascii_radix;0;4;0
num::<impl i8>::from_ascii_radix;0;4;0
num::<impl i16>::from_ascii_radix;0;4;0
num::<impl i32>::from_ascii_radix;0;4;0
num::<impl i64>::from_ascii_radix;0;4;0
num::<impl i128>::from_ascii_radix;0;4;0
num::<impl usize>::from_ascii_radix;0;4;0
num::<impl u8>::from_ascii_radix;0;4;0
num::<impl u16>::from_ascii_radix;0;4;0
num::<impl u32>::from_ascii_radix;0;4;0
num::<impl u64>::from_ascii_radix;0;4;0
num::<impl u128>::from_ascii_radix;0;4;0
mem::maybe_uninit::MaybeUninit::<T>::fill_with;0;1;0
mem::maybe_uninit::MaybeUninit::<T>::fill_from;0;1;0
<[mem::maybe_uninit::MaybeUninit<T>]>::write_clone_of_slice;0;1;0
<[mem::maybe_uninit::MaybeUninit<T>] as mem::maybe_uninit::SpecFill<T>>::spec_fill;0;1;0
ptr::swap_nonoverlapping_simple_untyped;0;1;0
ptr::align_offset::mod_inv;0;1;0
<T as clone::uninit::CopySpec>::clone_slice;0;1;0
<array::iter::IntoIter<T, N> as iter::traits::iterator::Iterator>::fold;1;0;0
<array::iter::IntoIter<T, N> as clone::Clone>::clone;0;1;0
"array::<impl [T; N]>::each_ref";0;1;0
"array::<impl [T; N]>::each_mut";0;1;0
array::try_from_fn_erased;0;1;0
array::iter_next_chunk_erased;0;1;0
<bstr::ByteStr as fmt::Debug>::fmt;0;5;0
<bstr::ByteStr as fmt::Display>::fmt;0;2;0
<bstr::ByteStr as fmt::Display>::fmt::fmt_nopad;0;2;0
<char::ToLowercase as iter::traits::iterator::Iterator>::fold;1;0;0
<char::ToLowercase as iter::traits::iterator::Iterator>::count;1;0;0
<char::ToLowercase as iter::traits::iterator::Iterator>::last;1;0;0
<char::ToLowercase as iter::traits::iterator::Iterator>::advance_by;1;0;0
<char::ToUppercase as iter::traits::iterator::Iterator>::fold;1;0;0
<char::ToUppercase as iter::traits::iterator::Iterator>::count;1;0;0
<char::ToUppercase as iter::traits::iterator::Iterator>::last;1;0;0
<char::ToUppercase as iter::traits::iterator::Iterator>::advance_by;1;0;0
<char::CaseMappingIter as iter::traits::iterator::Iterator>::fold;1;0;0
<char::CaseMappingIter as iter::traits::iterator::Iterator>::count;1;0;0
<char::CaseMappingIter as iter::traits::iterator::Iterator>::last;1;0;0
<char::CaseMappingIter as iter::traits::iterator::Iterator>::advance_by;1;0;0
<char::CaseMappingIter as fmt::Display>::fmt;0;1;0
ffi::c_str::CStr::from_bytes_with_nul_unchecked::compiletime;0;1;0
ffi::c_str::strlen::compiletime;0;1;0
iter::adapters::array_chunks::ArrayChunks::<I, N>::into_remainder;0;1;0
<iter::adapters::array_chunks::ArrayChunks<I, N> as iter::traits::iterator::Iterator>::next;1;0;0
<iter::adapters::array_chunks::ArrayChunks<I, N> as iter::traits::iterator::Iterator>::count;1;0;0
<iter::adapters::array_chunks::ArrayChunks<I, N> as iter::traits::iterator::Iterator>::try_fold;0;1;0
<iter::adapters::array_chunks::ArrayChunks<I, N> as iter::traits::double_ended::DoubleEndedIterator>::try_rfold;0;2;0
<iter::adapters::array_chunks::ArrayChunks<I, N> as iter::adapters::array_chunks::SpecFold>::fold;1;0;0
<iter::adapters::array_chunks::ArrayChunks<I, N> as iter::adapters::array_chunks::SpecFold>::fold;0;1;0
<iter::adapters::by_ref_sized::ByRefSized<'_, I> as iter::traits::iterator::Iterator>::advance_by;1;0;0
<iter::adapters::by_ref_sized::ByRefSized<'_, I> as iter::traits::iterator::Iterator>::nth;1;0;0
<iter::adapters::by_ref_sized::ByRefSized<'_, I> as iter::traits::iterator::Iterator>::fold;1;0;0
<iter::adapters::by_ref_sized::ByRefSized<'_, I> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<iter::adapters::chain::Chain<A, B> as iter::traits::iterator::Iterator>::count;2;0;0
<iter::adapters::chain::Chain<A, B> as iter::traits::iterator::Iterator>::try_fold;2;0;0
<iter::adapters::chain::Chain<A, B> as iter::traits::iterator::Iterator>::fold;2;0;0
<iter::adapters::chain::Chain<A, B> as iter::traits::iterator::Iterator>::advance_by;2;0;0
<iter::adapters::chain::Chain<A, B> as iter::traits::iterator::Iterator>::nth;2;0;0
<iter::adapters::cloned::Cloned<I> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<iter::adapters::cloned::Cloned<I> as iter::traits::iterator::Iterator>::fold;1;0;0
<iter::adapters::copied::Copied<I> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<iter::adapters::copied::Copied<I> as iter::traits::iterator::Iterator>::fold;1;0;0
<iter::adapters::copied::Copied<I> as iter::traits::iterator::Iterator>::nth;1;0;0
<iter::adapters::copied::Copied<I> as iter::traits::iterator::Iterator>::last;1;0;0
<iter::adapters::copied::Copied<I> as iter::traits::iterator::Iterator>::count;1;0;0
<iter::adapters::copied::Copied<I> as iter::traits::iterator::Iterator>::advance_by;1;0;0
<slice::iter::Iter<'a, T> as iter::adapters::copied::SpecNextChunk<'a, N, T>>::spec_next_chunk;4;0;0
<iter::adapters::cycle::Cycle<I> as iter::traits::iterator::Iterator>::try_fold;3;1;0
<iter::adapters::cycle::Cycle<I> as iter::traits::iterator::Iterator>::advance_by;2;1;0
<iter::adapters::enumerate::Enumerate<I> as iter::traits::iterator::Iterator>::nth;1;0;0
<iter::adapters::enumerate::Enumerate<I> as iter::traits::iterator::Iterator>::count;1;0;0
<iter::adapters::enumerate::Enumerate<I> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<iter::adapters::enumerate::Enumerate<I> as iter::traits::iterator::Iterator>::fold;1;0;0
<iter::adapters::enumerate::Enumerate<I> as iter::traits::iterator::Iterator>::advance_by;1;0;0
iter::adapters::filter::Filter::<I, P>::next_chunk_dropless;1;0;0
<iter::adapters::filter::Filter<I, P> as iter::traits::iterator::Iterator>::next;1;0;0
<iter::adapters::filter::Filter<I, P> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<iter::adapters::filter::Filter<I, P> as iter::traits::iterator::Iterator>::fold;1;0;0
<iter::adapters::filter_map::FilterMap<I, F> as iter::traits::iterator::Iterator>::next;1;0;0
<iter::adapters::filter_map::FilterMap<I, F> as iter::traits::iterator::Iterator>::next_chunk;1;0;0
<iter::adapters::filter_map::FilterMap<I, F> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<iter::adapters::filter_map::FilterMap<I, F> as iter::traits::iterator::Iterator>::fold;1;0;0
<iter::adapters::flatten::FlatMap<I, U, F> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<iter::adapters::flatten::FlatMap<I, U, F> as iter::traits::iterator::Iterator>::fold;1;0;0
<iter::adapters::flatten::FlatMap<I, U, F> as iter::traits::iterator::Iterator>::advance_by;1;0;0
<iter::adapters::flatten::FlatMap<I, U, F> as iter::traits::iterator::Iterator>::count;1;0;0
<iter::adapters::flatten::FlatMap<I, U, F> as iter::traits::iterator::Iterator>::last;1;0;0
<iter::adapters::flatten::Flatten<I> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<iter::adapters::flatten::Flatten<I> as iter::traits::iterator::Iterator>::fold;1;0;0
<iter::adapters::flatten::Flatten<I> as iter::traits::iterator::Iterator>::advance_by;1;0;0
<iter::adapters::flatten::Flatten<I> as iter::traits::iterator::Iterator>::count;1;0;0
<iter::adapters::flatten::Flatten<I> as iter::traits::iterator::Iterator>::last;1;0;0
iter::adapters::flatten::FlattenCompat::<I, U>::iter_fold;1;0;0
iter::adapters::flatten::FlattenCompat::<I, U>::iter_try_fold;1;0;0
<iter::adapters::flatten::FlattenCompat<I, U> as iter::traits::iterator::Iterator>::next;0;1;0
<iter::adapters::flatten::FlattenCompat<I, U> as iter::traits::iterator::Iterator>::advance_by::advance;1;0;0
<iter::adapters::flatten::FlattenCompat<I, U> as iter::traits::iterator::Iterator>::count::count;1;0;0
<iter::adapters::flatten::FlattenCompat<I, U> as iter::traits::iterator::Iterator>::last::last;1;0;0
<iter::adapters::flatten::FlattenCompat<I, U> as iter::traits::double_ended::DoubleEndedIterator>::next_back;0;1;0
<iter::adapters::flatten::FlattenCompat<I, U> as iter::traits::iterator::Iterator>::next;0;1;0
<iter::adapters::flatten::FlattenCompat<I, U> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<iter::adapters::flatten::FlattenCompat<I, U> as iter::traits::iterator::Iterator>::fold;1;0;0
<iter::adapters::flatten::FlattenCompat<I, U> as iter::traits::iterator::Iterator>::advance_by;2;0;0
<iter::adapters::flatten::FlattenCompat<I, U> as iter::traits::iterator::Iterator>::count;1;0;0
<iter::adapters::flatten::FlattenCompat<I, U> as iter::traits::iterator::Iterator>::last;1;0;0
<iter::adapters::flatten::FlattenCompat<I, U> as iter::traits::double_ended::DoubleEndedIterator>::next_back;0;1;0
<iter::adapters::fuse::Fuse<I> as iter::traits::iterator::Iterator>::last;1;0;0
<iter::adapters::fuse::Fuse<I> as iter::traits::iterator::Iterator>::count;1;0;0
<iter::adapters::fuse::Fuse<I> as iter::traits::iterator::Iterator>::fold;1;0;0
<iter::adapters::fuse::Fuse<I> as iter::adapters::fuse::FuseImpl<I>>::try_fold;1;0;0
<iter::adapters::fuse::Fuse<I> as iter::adapters::fuse::FuseImpl<I>>::nth;1;0;0
<iter::adapters::fuse::Fuse<I> as iter::adapters::fuse::FuseImpl<I>>::try_fold;1;0;0
<iter::adapters::fuse::Fuse<I> as iter::adapters::fuse::FuseImpl<I>>::find;1;0;0
<iter::adapters::inspect::Inspect<I, F> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<iter::adapters::inspect::Inspect<I, F> as iter::traits::iterator::Iterator>::fold;1;0;0
iter::adapters::intersperse::intersperse_fold;1;0;0
<iter::adapters::map::Map<I, F> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<iter::adapters::map::Map<I, F> as iter::traits::iterator::Iterator>::fold;1;0;0
<iter::adapters::map_while::MapWhile<I, P> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<iter::adapters::map_while::MapWhile<I, P> as iter::traits::iterator::Iterator>::fold;1;0;0
<iter::adapters::peekable::Peekable<I> as iter::traits::iterator::Iterator>::count;2;0;0
<iter::adapters::peekable::Peekable<I> as iter::traits::iterator::Iterator>::nth;2;0;0
<iter::adapters::peekable::Peekable<I> as iter::traits::iterator::Iterator>::last;1;0;0
<iter::adapters::peekable::Peekable<I> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<iter::adapters::peekable::Peekable<I> as iter::traits::iterator::Iterator>::fold;1;0;0
<iter::adapters::rev::Rev<I> as iter::traits::double_ended::DoubleEndedIterator>::advance_back_by;1;0;0
<iter::adapters::rev::Rev<I> as iter::traits::double_ended::DoubleEndedIterator>::nth_back;1;0;0
<iter::adapters::rev::Rev<I> as iter::traits::double_ended::DoubleEndedIterator>::try_rfold;1;0;0
<iter::adapters::rev::Rev<I> as iter::traits::double_ended::DoubleEndedIterator>::rfold;1;0;0
<iter::adapters::rev::Rev<I> as iter::traits::double_ended::DoubleEndedIterator>::rfind;1;0;0
<iter::adapters::scan::Scan<I, St, F> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<iter::adapters::scan::Scan<I, St, F> as iter::traits::iterator::Iterator>::fold;1;0;0
<iter::adapters::skip::Skip<I> as iter::traits::iterator::Iterator>::next;1;0;0
<iter::adapters::skip::Skip<I> as iter::traits::iterator::Iterator>::nth;3;0;0
<iter::adapters::skip::Skip<I> as iter::traits::iterator::Iterator>::count;2;0;0
<iter::adapters::skip::Skip<I> as iter::traits::iterator::Iterator>::last;2;0;0
<iter::adapters::skip::Skip<I> as iter::traits::iterator::Iterator>::try_fold;2;0;0
<iter::adapters::skip::Skip<I> as iter::traits::iterator::Iterator>::fold;2;0;0
<iter::adapters::skip::Skip<I> as iter::traits::iterator::Iterator>::advance_by;2;0;0
<iter::adapters::skip::Skip<I> as iter::traits::iterator::Iterator>::__iterator_get_unchecked;0;1;0
<iter::adapters::skip_while::SkipWhile<I, P> as iter::traits::iterator::Iterator>::next;1;0;0
<iter::adapters::skip_while::SkipWhile<I, P> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<iter::adapters::skip_while::SkipWhile<I, P> as iter::traits::iterator::Iterator>::fold;1;0;0
<iter::adapters::step_by::StepBy<I> as iter::adapters::step_by::StepByImpl<I>>::spec_next;1;0;0
<iter::adapters::step_by::StepBy<I> as iter::adapters::step_by::StepByImpl<I>>::spec_nth;3;2;0
<iter::adapters::step_by::StepBy<I> as iter::adapters::step_by::StepByImpl<I>>::spec_try_fold;1;0;0
<iter::adapters::step_by::StepBy<I> as iter::adapters::step_by::StepByImpl<I>>::spec_fold;1;0;0
<iter::adapters::step_by::StepBy<I> as iter::adapters::step_by::StepByBackImpl<I>>::spec_try_rfold;1;0;0
<iter::adapters::step_by::StepBy<I> as iter::adapters::step_by::StepByBackImpl<I>>::spec_rfold;1;0;0
<iter::adapters::step_by::StepBy<ops::range::Range<u8>> as iter::adapters::step_by::StepByImpl<ops::range::Range<u8>>>::spec_nth;1;0;0
<iter::adapters::step_by::StepBy<ops::range::Range<u8>> as iter::adapters::step_by::StepByImpl<ops::range::Range<u8>>>::spec_try_fold;0;1;0
<iter::adapters::step_by::StepBy<ops::range::Range<u8>> as iter::adapters::step_by::StepByImpl<ops::range::Range<u8>>>::spec_fold;0;1;0
<iter::adapters::step_by::StepBy<ops::range::Range<u16>> as iter::adapters::step_by::StepByImpl<ops::range::Range<u16>>>::spec_nth;1;0;0
<iter::adapters::step_by::StepBy<ops::range::Range<u16>> as iter::adapters::step_by::StepByImpl<ops::range::Range<u16>>>::spec_try_fold;0;1;0
<iter::adapters::step_by::StepBy<ops::range::Range<u16>> as iter::adapters::step_by::StepByImpl<ops::range::Range<u16>>>::spec_fold;0;1;0
<iter::adapters::step_by::StepBy<ops::range::Range<u32>> as iter::adapters::step_by::StepByImpl<ops::range::Range<u32>>>::spec_nth;1;0;0
<iter::adapters::step_by::StepBy<ops::range::Range<u32>> as iter::adapters::step_by::StepByImpl<ops::range::Range<u32>>>::spec_try_fold;0;1;0
<iter::adapters::step_by::StepBy<ops::range::Range<u32>> as iter::adapters::step_by::StepByImpl<ops::range::Range<u32>>>::spec_fold;0;1;0
<iter::adapters::step_by::StepBy<ops::range::Range<u64>> as iter::adapters::step_by::StepByImpl<ops::range::Range<u64>>>::spec_nth;1;0;0
<iter::adapters::step_by::StepBy<ops::range::Range<u64>> as iter::adapters::step_by::StepByImpl<ops::range::Range<u64>>>::spec_try_fold;0;1;0
<iter::adapters::step_by::StepBy<ops::range::Range<u64>> as iter::adapters::step_by::StepByImpl<ops::range::Range<u64>>>::spec_fold;0;1;0
<iter::adapters::step_by::StepBy<ops::range::Range<usize>> as iter::adapters::step_by::StepByImpl<ops::range::Range<usize>>>::spec_nth;1;0;0
<iter::adapters::step_by::StepBy<ops::range::Range<usize>> as iter::adapters::step_by::StepByImpl<ops::range::Range<usize>>>::spec_try_fold;0;1;0
<iter::adapters::step_by::StepBy<ops::range::Range<usize>> as iter::adapters::step_by::StepByImpl<ops::range::Range<usize>>>::spec_fold;0;1;0
<iter::adapters::step_by::StepBy<ops::range::Range<u8>> as iter::adapters::step_by::StepByBackImpl<ops::range::Range<u8>>>::spec_try_rfold;0;1;0
<iter::adapters::step_by::StepBy<ops::range::Range<u8>> as iter::adapters::step_by::StepByBackImpl<ops::range::Range<u8>>>::spec_rfold;0;1;0
<iter::adapters::step_by::StepBy<ops::range::Range<u16>> as iter::adapters::step_by::StepByBackImpl<ops::range::Range<u16>>>::spec_try_rfold;0;1;0
<iter::adapters::step_by::StepBy<ops::range::Range<u16>> as iter::adapters::step_by::StepByBackImpl<ops::range::Range<u16>>>::spec_rfold;0;1;0
<iter::adapters::step_by::StepBy<ops::range::Range<u32>> as iter::adapters::step_by::StepByBackImpl<ops::range::Range<u32>>>::spec_try_rfold;0;1;0
<iter::adapters::step_by::StepBy<ops::range::Range<u32>> as iter::adapters::step_by::StepByBackImpl<ops::range::Range<u32>>>::spec_rfold;0;1;0
<iter::adapters::step_by::StepBy<ops::range::Range<usize>> as iter::adapters::step_by::StepByBackImpl<ops::range::Range<usize>>>::spec_try_rfold;0;1;0
<iter::adapters::step_by::StepBy<ops::range::Range<usize>> as iter::adapters::step_by::StepByBackImpl<ops::range::Range<usize>>>::spec_rfold;0;1;0
<iter::adapters::take::Take<I> as iter::traits::iterator::Iterator>::nth;2;0;0
<iter::adapters::take::Take<I> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<iter::adapters::take::Take<I> as iter::traits::iterator::Iterator>::advance_by;1;0;0
<iter::adapters::take::Take<I> as iter::adapters::take::SpecTake>::spec_fold;1;0;0
<iter::adapters::take::Take<I> as iter::adapters::take::SpecTake>::spec_for_each;1;0;0
<iter::adapters::take::Take<I> as iter::adapters::take::SpecTake>::spec_fold;0;1;0
<iter::adapters::take::Take<I> as iter::adapters::take::SpecTake>::spec_for_each;0;1;0
<iter::adapters::take::Take<iter::sources::repeat::Repeat<T>> as iter::traits::double_ended::DoubleEndedIterator>::nth_back;1;0;0
<iter::adapters::take::Take<iter::sources::repeat::Repeat<T>> as iter::traits::double_ended::DoubleEndedIterator>::try_rfold;1;0;0
<iter::adapters::take::Take<iter::sources::repeat::Repeat<T>> as iter::traits::double_ended::DoubleEndedIterator>::rfold;1;0;0
<iter::adapters::take::Take<iter::sources::repeat::Repeat<T>> as iter::traits::double_ended::DoubleEndedIterator>::advance_back_by;1;0;0
<iter::adapters::take_while::TakeWhile<I, P> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<iter::adapters::take_while::TakeWhile<I, P> as iter::traits::iterator::Iterator>::fold;1;0;0
iter::adapters::zip::Zip::<A, B>::super_nth;0;1;0
<iter::adapters::zip::Zip<A, B> as iter::adapters::zip::ZipImpl<A, B>>::next_back;0;2;0
<iter::adapters::zip::Zip<A, B> as iter::adapters::zip::ZipImpl<A, B>>::next_back;0;2;0
<iter::adapters::zip::Zip<A, B> as iter::adapters::zip::ZipImpl<A, B>>::fold;0;1;0
<iter::adapters::zip::Zip<A, B> as iter::adapters::zip::ZipImpl<A, B>>::nth;0;4;0
<iter::adapters::zip::Zip<A, B> as iter::adapters::zip::ZipImpl<A, B>>::next_back;0;2;0
<iter::adapters::zip::Zip<A, B> as iter::adapters::zip::SpecFold>::spec_fold;0;1;0
<iter::adapters::zip::Zip<A, B> as iter::adapters::zip::SpecFold>::spec_fold;0;3;0
<iter::adapters::GenericShunt<'_, I, R> as iter::traits::iterator::Iterator>::next;1;0;0
<iter::adapters::GenericShunt<'_, I, R> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<iter::adapters::GenericShunt<'_, I, R> as iter::traits::iterator::Iterator>::fold;1;0;0
<ops::range::RangeInclusive<A> as iter::range::RangeInclusiveIteratorImpl>::spec_try_fold;0;1;0
<ops::range::RangeInclusive<A> as iter::range::RangeInclusiveIteratorImpl>::spec_try_rfold;0;1;0
<ops::range::RangeInclusive<T> as iter::range::RangeInclusiveIteratorImpl>::spec_try_fold;0;1;0
<ops::range::RangeInclusive<T> as iter::range::RangeInclusiveIteratorImpl>::spec_try_rfold;0;1;0
iter::range::<impl iter::traits::iterator::Iterator for ops::range::RangeInclusive<A>>::fold;1;0;0
<iter::sources::repeat_n::RepeatN<A> as iter::traits::double_ended::DoubleEndedIterator>::advance_back_by;1;0;0
<iter::sources::repeat_n::RepeatN<A> as iter::traits::double_ended::DoubleEndedIterator>::nth_back;1;0;0
<iter::sources::repeat_with::RepeatWith<F> as iter::traits::iterator::Iterator>::try_fold;0;1;0
<i8 as iter::traits::accum::Sum>::sum;1;0;0
<i8 as iter::traits::accum::Product>::product;1;0;0
<i8 as iter::traits::accum::Sum<&'a i8>>::sum;1;0;0
<i8 as iter::traits::accum::Product<&'a i8>>::product;1;0;0
<i16 as iter::traits::accum::Sum>::sum;1;0;0
<i16 as iter::traits::accum::Product>::product;1;0;0
<i16 as iter::traits::accum::Sum<&'a i16>>::sum;1;0;0
<i16 as iter::traits::accum::Product<&'a i16>>::product;1;0;0
<i32 as iter::traits::accum::Sum>::sum;1;0;0
<i32 as iter::traits::accum::Product>::product;1;0;0
<i32 as iter::traits::accum::Sum<&'a i32>>::sum;1;0;0
<i32 as iter::traits::accum::Product<&'a i32>>::product;1;0;0
<i64 as iter::traits::accum::Sum>::sum;1;0;0
<i64 as iter::traits::accum::Product>::product;1;0;0
<i64 as iter::traits::accum::Sum<&'a i64>>::sum;1;0;0
<i64 as iter::traits::accum::Product<&'a i64>>::product;1;0;0
<i128 as iter::traits::accum::Sum>::sum;1;0;0
<i128 as iter::traits::accum::Product>::product;1;0;0
<i128 as iter::traits::accum::Sum<&'a i128>>::sum;1;0;0
<i128 as iter::traits::accum::Product<&'a i128>>::product;1;0;0
<isize as iter::traits::accum::Sum>::sum;1;0;0
<isize as iter::traits::accum::Product>::product;1;0;0
<isize as iter::traits::accum::Sum<&'a isize>>::sum;1;0;0
<isize as iter::traits::accum::Product<&'a isize>>::product;1;0;0
<u8 as iter::traits::accum::Sum>::sum;1;0;0
<u8 as iter::traits::accum::Product>::product;1;0;0
<u8 as iter::traits::accum::Sum<&'a u8>>::sum;1;0;0
<u8 as iter::traits::accum::Product<&'a u8>>::product;1;0;0
<u16 as iter::traits::accum::Sum>::sum;1;0;0
<u16 as iter::traits::accum::Product>::product;1;0;0
<u16 as iter::traits::accum::Sum<&'a u16>>::sum;1;0;0
<u16 as iter::traits::accum::Product<&'a u16>>::product;1;0;0
<u32 as iter::traits::accum::Sum>::sum;1;0;0
<u32 as iter::traits::accum::Product>::product;1;0;0
<u32 as iter::traits::accum::Sum<&'a u32>>::sum;1;0;0
<u32 as iter::traits::accum::Product<&'a u32>>::product;1;0;0
<u64 as iter::traits::accum::Sum>::sum;1;0;0
<u64 as iter::traits::accum::Product>::product;1;0;0
<u64 as iter::traits::accum::Sum<&'a u64>>::sum;1;0;0
<u64 as iter::traits::accum::Product<&'a u64>>::product;1;0;0
<u128 as iter::traits::accum::Sum>::sum;1;0;0
<u128 as iter::traits::accum::Product>::product;1;0;0
<u128 as iter::traits::accum::Sum<&'a u128>>::sum;1;0;0
<u128 as iter::traits::accum::Product<&'a u128>>::product;1;0;0
<usize as iter::traits::accum::Sum>::sum;1;0;0
