name;is_unsafe;has_unsafe_ops;has_unsupported_input;has_loop_or_iterator
<&'a u64 as ops::bit::BitXor<u64>>::bitxor;false;false;false;false
<option::Iter<'a, A> as iter::traits::iterator::Iterator>::size_hint;false;false;true;false
str::count::count_chars;false;false;false;false
cmp::impls::<impl cmp::PartialEq<&B> for &A>::eq;false;false;false;false
<u128 as ops::bit::ShrAssign<&u32>>::shr_assign;false;false;true;false
<&'a i64 as ops::bit::Shr<i128>>::shr;false;false;false;false
<core_arch::simd::u32x16 as clone::Clone>::clone;false;false;false;false
core_arch::x86::avx512f::_mm_mask_compressstoreu_pd;true;true;true;false
core_arch::x86::avx::_mm_maskstore_pd;true;true;true;false
core_arch::x86::avx512bw::_mm512_cvtepi8_epi16;true;true;false;false
core_arch::x86::avx512vbmi::_mm512_maskz_permutexvar_epi8;true;true;false;false
core_arch::x86::avx512fp16::_mm_maskz_fmadd_pch;true;true;true;false
core_arch::x86::avx512fp16::_mm512_maskz_fmadd_round_pch;true;true;true;false
ptr::alignment::Alignment::of;false;false;false;false
ptr::const_ptr::<impl *const T>::byte_offset_from;true;true;true;false
<&u64 as ops::arith::Add<&u64>>::add;false;false;false;false
core_arch::x86::avx512f::_mm512_cvtsi512_si32;true;true;false;false
<core_simd::vector::Simd<i16, 8> as core_simd::to_bytes::ToBytes>::to_be_bytes;false;false;false;false
<iter::adapters::scan::Scan<I, St, F> as iter::traits::iterator::Iterator>::size_hint;false;false;false;false
core_arch::x86::avx512f::_mm256_mask_expand_epi32;true;true;false;false
<num::wrapping::Wrapping<i8> as ops::arith::RemAssign<&num::wrapping::Wrapping<i8>>>::rem_assign;false;false;true;false
<i32 as ops::bit::Shr<i128>>::shr;false;false;false;false
intrinsics::atomic_fence_seqcst;true;false;false;false
core_arch::x86::avx512cd::_mm256_mask_lzcnt_epi32;true;true;false;false
core_arch::x86::avx512dq::_mm_maskz_cvtepi64_ps;true;true;false;false
core_arch::x86::avx512f::_mm256_mask_loadu_epi64;true;true;true;false
<&'a num::saturating::Saturating<isize> as ops::arith::Add<num::saturating::Saturating<isize>>>::add;false;false;false;false
num::dec2flt::decimal_seq::DecimalSeq::try_add_digit;false;false;true;false
<num::wrapping::Wrapping<i32> as ops::arith::DivAssign<i32>>::div_assign;false;false;true;false
core_arch::x86::avx512bitalg::_mm512_popcnt_epi8;true;true;false;false
core_arch::x86::sse::_mm_movelh_ps;true;true;true;false
<f64 as convert::num::FloatToInt<isize>>::to_int_unchecked;true;true;true;false
iter::traits::iterator::Iterator::lt;false;false;false;false
<usize as slice::index::SliceIndex<[T]>>::get_unchecked_mut;true;true;true;false
<slice::iter::RChunksExact<'a, T> as iter::traits::double_ended::DoubleEndedIterator>::next_back;false;false;true;false
core_arch::x86::avx512f::_mm512_getmant_ps;true;true;true;false
core_arch::x86::avx512fp16::_mm_mask_getmant_round_sh;true;true;true;false
core_simd::fmt::<impl fmt::Debug for core_simd::vector::Simd<T, N>>::fmt;false;false;true;false
<i8 as ops::arith::Rem>::rem;false;false;false;false
core_arch::x86::avx512bw::_mm512_shufflelo_epi16;true;true;false;false
core_arch::simd::u64x4::splat::JustOne;false;false;false;false
option::Option::<T>::zip;false;false;true;false
<Iter as iter::traits::collect::TraitJ<EJ, EI, EH, EG, EF, EE, ED, EC, EB, EA>>::extend;false;false;true;false
<&'a i32 as ops::bit::Shl<usize>>::shl;false;false;false;false
<iter::adapters::step_by::StepBy<ops::range::Range<u8>> as iter::adapters::step_by::StepByImpl<ops::range::Range<u8>>>::spec_next;false;false;true;false
<str::iter::EncodeUtf16<'a> as iter::traits::iterator::Iterator>::size_hint;false;false;true;false
<iter::adapters::flatten::Flatten<I> as iter::traits::double_ended::DoubleEndedIterator>::advance_back_by;false;false;true;false
panic::abort_unwind;false;false;false;false
core_arch::x86::avx512f::_mm256_mask_cmple_epu64_mask;true;true;false;false
core_arch::x86::xsave::_xgetbv;true;true;false;false
<f64 as ops::arith::SubAssign<&f64>>::sub_assign;false;false;true;false
<core_simd::masks::Mask<i8, N> as core_simd::simd::cmp::eq::SimdPartialEq>::simd_ne;false;true;true;false
core_arch::x86::avx512f::_mm512_mask3_fmaddsub_round_ps;true;true;true;false
str::pattern::CharArrayRefSearcher;false;false;false;false
<usize as ops::bit::Shr<i32>>::shr;false;false;false;false
<u16 as ops::bit::ShlAssign<&i32>>::shl_assign;false;false;true;false
core_arch::x86::avx512fp16::_mm_mask_min_round_sh;true;true;true;false
core_arch::x86::avx512bw::_mm_mask_set1_epi16;true;true;false;false
<core_simd::vector::Simd<i64, N> as core_simd::simd::num::int::SimdInt>::reduce_sum;false;true;false;false
num::nonzero::NonZero::<u128>::saturating_mul;false;true;false;false
tuple::<impl cmp::PartialOrd for (C, B, A, Z, Y, X, W, V, U, T)>::lt;false;false;false;false
core_arch::x86::avx512f::_mm_mask_max_epi64;true;true;false;false
<iter::adapters::copied::Copied<I> as iter::traits::exact_size::ExactSizeIterator>::is_empty;false;false;false;false
<&'a num::wrapping::Wrapping<u128> as ops::bit::BitAnd<num::wrapping::Wrapping<u128>>>::bitand;false;false;false;false
<num::wrapping::Wrapping<i16> as ops::arith::Mul<&num::wrapping::Wrapping<i16>>>::mul;false;false;false;false
num::<impl i32>::checked_isqrt;false;true;false;false
<u128 as iter::range::Step>::forward_checked;false;false;false;false
<net::socket_addr::SocketAddrV4 as cmp::Ord>::cmp;false;false;false;false
<sync::atomic::AtomicI32 as default::Default>::default;false;false;false;false
core_arch::x86_64::avx512fp16::_mm_cvttsh_i64;true;true;true;false
<num::nonzero::NonZero<isize> as str::traits::FromStr>::from_str;false;false;false;false
num::<impl i32>::wrapping_div_euclid;false;false;false;false
num::niche_types::NonZeroUsizeInner::new;false;false;false;false
core_arch::x86::avx512fp16::_mm512_mask_fmaddsub_ph;true;true;true;false
core_arch::x86_64::avx512f::_mm_cvtsd_i64;true;true;true;false
<core_simd::vector::Simd<f64, 1> as core_simd::to_bytes::ToBytes>::from_be_bytes;false;false;true;false
<core_arch::simd::i8x64 as cmp::PartialEq>::eq;false;false;false;false
<core_simd::vector::Simd<i64, N> as core_simd::simd::num::int::SimdInt>::abs;false;false;false;false
<i8 as ops::arith::Mul>::mul;false;false;false;false
core_arch::x86::avx512f::_mm512_mask_mul_ps;true;true;true;false
result::Result::<T, E>::map_or;false;false;true;false
core_arch::x86::avx512f::_mm512_zextps256_ps512;true;true;true;false
core_arch::x86::avx512f::_mm256_maskz_min_ps;true;true;true;false
core_arch::x86::avx512bw::_mm_mask_cmplt_epu16_mask;true;true;false;false
num::<impl i128>::wrapping_neg;false;false;false;false
"<&'b [char; N] as str::pattern::Pattern>::is_suffix_of";false;false;false;false
core_simd::vendor::x86::<impl convert::From<core_simd::vector::Simd<u64, 2>> for core_arch::x86::__m128i>::from;false;false;false;false
<str::iter::Matches<'a, P> as iter::traits::iterator::Iterator>::next;false;false;true;false
<i16 as ops::bit::Shl<i64>>::shl;false;false;false;false
<char::convert::ParseCharError as fmt::Debug>::fmt;false;false;true;false
str::traits::<impl slice::index::SliceIndex<str> for ops::range::Range<usize>>::index;false;false;true;false
core_arch::x86::avx512f::_mm512_cmpneq_epu64_mask;true;true;false;false
hash::impls::<impl hash::Hash for ()>::hash;false;false;true;false
core_arch::x86::avx512fp16::_mm512_maskz_cvtph_epu32;true;true;true;false
num::<impl i16>::saturating_pow;false;false;false;false
core_arch::x86::avx512f::_mm512_i32scatter_epi32;true;true;true;false
core_simd::ops::<impl ops::bit::BitXor for core_simd::vector::Simd<i16, N>>::bitxor;false;true;false;false
result::Result::<T, E>::as_mut;false;false;true;false
iter::adapters::map_while::MapWhile::<I, P>::new;false;false;false;false
<u64 as pat::RangePattern>::sub_one;false;false;false;false
sync::atomic::AtomicI64::fetch_sub;false;true;true;false
<fmt::DebugAsHex as clone::Clone>::clone;false;false;false;false
convert::num::<impl convert::TryFrom<i64> for u16>::try_from;false;false;false;false
core_arch::x86::avx512f::_mm256_mask_cvtpd_ps;true;true;true;false
core_arch::x86::avx512f::_mm512_or_si512;true;true;false;false
future::async_drop::AsyncDropInPlace;false;false;false;false
<num::wrapping::Wrapping<i32> as ops::bit::Shl<usize>>::shl;false;false;false;false
num::wrapping::Wrapping::<i32>::to_le;false;false;false;false
core_arch::x86::avx512bw::_mm512_maskz_adds_epu8;true;true;false;false
core_arch::x86::avx512bw::_mm512_mask2_permutex2var_epi16;true;true;false;false
<num::saturating::Saturating<usize> as ops::bit::BitXorAssign>::bitxor_assign;false;false;true;false
<num::saturating::Saturating<i16> as ops::arith::RemAssign>::rem_assign;false;false;true;false
net::parser::Parser::<'a>::peek_char;false;false;false;false
ptr::mut_ptr::<impl cmp::PartialOrd for *mut T>::le;false;false;true;false
<cell::SyncUnsafeCell<T> as fmt::Debug>::fmt;false;false;true;false
<slice::iter::IterMut<'_, T> as fmt::Debug>::fmt;false;false;true;false
alloc::layout::Layout::max_size_for_align;false;false;false;false
<core_simd::vector::Simd<i32, N> as core_simd::simd::num::int::SimdInt>::saturating_abs;false;false;false;false
convert::num::<impl convert::TryFrom<num::nonzero::NonZero<i128>> for num::nonzero::NonZero<u32>>::try_from;false;true;false;false
ops::range::RangeInclusive::<Idx>::new;false;false;false;false
core_arch::x86::avx512f::_mm256_maskz_permutexvar_epi64;true;true;false;false
core_arch::x86::avx512f::_mm256_mask_andnot_epi64;true;true;false;false
num::nonzero::NonZero::<isize>::overflowing_neg;false;true;false;false
<&num::wrapping::Wrapping<u8> as ops::bit::BitAnd<&num::wrapping::Wrapping<u8>>>::bitand;false;false;false;false
<&'a i16 as ops::bit::Shr<u64>>::shr;false;false;false;false
core_arch::x86::avx512f::_mm_mask_fmsubadd_ps;true;true;true;false
<&i32 as ops::bit::Shl<&i8>>::shl;false;false;false;false
<num::nonzero::NonZero<T> as clone::Clone>::clone;false;false;true;false
<core_arch::simd::u16x4 as cmp::PartialEq>::eq;false;false;false;false
core_arch::x86::avx512f::_mm512_reduce_add_pd;true;true;true;false
ptr::mut_ptr::<impl *mut T>::copy_from;true;true;true;false
convert::num::<impl convert::TryFrom<num::nonzero::NonZero<i16>> for num::nonzero::NonZero<usize>>::try_from;false;true;false;false
<slice::iter::IterMut<'a, T> as iter::traits::double_ended::DoubleEndedIterator>::nth_back;false;true;true;false
core_arch::x86::avx512dq::_mm256_maskz_or_ps;true;true;true;false
<u64 as ops::bit::ShlAssign<usize>>::shl_assign;false;false;true;false
sync::atomic::AtomicI16::as_ptr;false;false;true;false
core_arch::x86::avx512vbmi2::_mm512_maskz_expand_epi8;true;true;false;false
intrinsics::add_with_overflow;false;false;false;false
<convert::Infallible as convert::From<!>>::from;false;false;false;false
core_arch::x86::avx512f::_mm_mask_srli_epi64;true;true;false;false
intrinsics::compare_bytes;true;false;true;false
core_arch::x86::avx512f::_mm512_mask3_fmaddsub_round_pd;true;true;true;false
core_arch::x86::avx512fp16::_mm256_cvttph_epu64;true;true;true;false
num::<impl i64>::trailing_ones;false;false;false;false
core_arch::x86::avx2::_mm256_avg_epu8;true;true;false;false
num::wrapping::Wrapping::<isize>::to_be;false;false;false;false
<i8 as ops::bit::ShrAssign<&u64>>::shr_assign;false;false;true;false
<&'a u32 as ops::bit::Shr<i64>>::shr;false;false;false;false
<&'a u8 as ops::bit::Shr<usize>>::shr;false;false;false;false
core_arch::x86::avx512fp16::_mm_cvtsi16_si128;true;true;false;false
<&'a num::wrapping::Wrapping<u64> as ops::bit::BitAnd<num::wrapping::Wrapping<u64>>>::bitand;false;false;false;false
core_arch::x86::avx512fp16::_mm256_fmul_pch;true;true;true;false
convert::num::<impl convert::From<u8> for i16>::from;false;false;false;false
core_arch::x86::avx512f::_mm_min_round_ss;true;true;true;false
num::<impl u32>::strict_add;false;false;false;false
core_arch::x86::avx512f::_mm_mask_rorv_epi32;true;true;false;false
num::nonzero::NonZero::<usize>::isqrt;false;true;false;false
<result::IntoIter<T> as clone::Clone>::clone;false;false;true;false
sync::atomic::AtomicIsize::fetch_update;false;false;true;true
core_arch::simd::i64x1::extract;false;true;false;false
core_arch::x86::avx512fp16::_mm512_maskz_getexp_round_ph;true;true;true;false
<u128 as ops::bit::ShlAssign<u64>>::shl_assign;false;false;true;false
num::<impl i32>::unchecked_shl::precondition_check;false;false;false;false
core_arch::x86::avx512fp16::_mm512_mask_min_round_ph;true;true;true;false
core_arch::x86::avx512bw::_mm512_mask_cmpgt_epu16_mask;true;true;false;false
<iter::adapters::rev::Rev<I> as iter::traits::double_ended::DoubleEndedIterator>::rfold;false;false;false;true
<core_simd::vector::Simd<i32, N> as core_simd::simd::num::int::SimdInt>::is_positive;false;false;false;false
core_arch::x86::sse42::_mm_cmpistrs;true;true;false;false
<u16 as ops::bit::ShlAssign<u8>>::shl_assign;false;false;true;false
core_arch::x86::avx512f::_mm512_mask_cmpgt_epu32_mask;true;true;false;false
core_arch::x86::avx512f::_mm_mask3_fmadd_round_ss;true;true;true;false
num::<impl u64>::from_ne_bytes;false;false;false;false
core_arch::x86::avx512dq::_mm_mask_cvttps_epi64;true;true;true;false
<option::Option<T> as clone::Clone>::clone_from;false;false;true;false
slice::sort::unstable::heapsort::sift_down;true;true;true;true
num::<impl i8>::wrapping_add;false;false;false;false
core_arch::x86::__m128::as_mut_array;false;true;true;false
core_arch::x86::avx2::_mm256_shuffle_epi32;true;true;false;false
<core_simd::vector::Simd<u8, 4> as core_simd::to_bytes::ToBytes>::to_le_bytes;false;false;false;false
core_arch::x86::sse2::_mm_andnot_si128;true;true;false;false
<core_arch::simd::f64x2 as cmp::PartialEq>::eq;false;false;true;false
<num::saturating::Saturating<i8> as ops::bit::BitOrAssign<&i8>>::bitor_assign;false;false;true;false
<str::IsNotEmpty as ops::function::FnMut<(&'a &'b str,)>>::call_mut;false;false;true;false
core_arch::x86::avx512f::_mm512_mask_expand_epi64;true;true;false;false
<core_arch::simd::u16x8 as clone::Clone>::clone;false;false;false;false
<ops::range::Range<usize> as slice::index::SliceIndex<[T]>>::index_mut;false;true;true;false
core_arch::x86::sse::_mm_comineq_ss;true;true;true;false
core_arch::x86::avx512fp16::_mm512_mask3_fnmsub_ph;true;true;true;false
convert::num::<impl convert::TryFrom<num::nonzero::NonZero<u16>> for num::nonzero::NonZero<i16>>::try_from;false;true;false;false
<str::LinesMap as ops::function::FnMut<(&'a str,)>>::call_mut;false;false;true;false
sync::atomic::AtomicU64::fetch_min;false;true;true;false
<&'a i16 as ops::bit::BitXor<i16>>::bitxor;false;false;false;false
ops::try_trait::Yeet;false;false;false;false
<net::parser::AddrParseError as fmt::Debug>::fmt;false;false;true;false
num::<impl i16>::unsigned_abs;false;false;false;false
<&'a i64 as ops::arith::Rem<i64>>::rem;false;false;false;false
core_arch::x86::avx512f::_mm256_mmask_i32gather_pd;true;true;true;false
intrinsics::caller_location;false;false;false;false
core_arch::x86::avx512f::_mm512_mask_min_epi64;true;true;false;false
core_arch::x86::avx512fp16::_mm256_cvtph_epu16;true;true;true;false
ffi::va_list::VaListImpl::<'f>::as_va_list;false;false;true;false
core_arch::x86::avx512f::_mm_mask3_fmsubadd_ps;true;true;true;false
intrinsics::three_way_compare;false;false;false;false
<char::convert::CharTryFromError as error::Error>::description;false;false;false;false
error::Tagged::<error::TaggedOption<'a, I>>::as_request;false;true;true;false
core_arch::x86::vaes::_mm512_aesenc_epi128;true;true;false;false
convert::num::<impl convert::TryFrom<num::nonzero::NonZero<i32>> for num::nonzero::NonZero<i16>>::try_from;false;true;false;false
str::iter::Lines;false;false;true;false
core_arch::x86::avx512dq::_kadd_mask16;true;false;false;false
<iter::adapters::skip_while::SkipWhile<I, P> as iter::traits::iterator::Iterator>::fold;false;false;true;true
core_arch::x86::avx2::_mm256_i64gather_epi32;true;true;true;false
core_arch::simd::u32x4::splat::JustOne;false;false;false;false
intrinsics::unlikely;false;false;false;false
<num::wrapping::Wrapping<usize> as ops::bit::BitXorAssign<usize>>::bitxor_assign;false;false;true;false
<&'a isize as ops::arith::Rem<isize>>::rem;false;false;false;false
core_arch::x86::sse41::_mm_min_epu32;true;true;false;false
<i16 as ops::bit::ShrAssign<u32>>::shr_assign;false;false;true;false
<slice::iter::Iter<'a, T> as iter::traits::iterator::Iterator>::rposition;false;true;true;true
cmp::impls::<impl cmp::PartialEq for i8>::eq;false;false;false;false
core_arch::simd::i8x32::splat::JustOne;false;false;false;false
iter::range::Step::forward;false;false;false;false
num::<impl u16>::strict_neg;false;false;false;false
convert::num::ptr_try_from_impls::<impl convert::TryFrom<usize> for i64>::try_from;false;false;false;false
<num::niche_types::NonZeroUsizeInner as hash::Hash>::hash;false;false;true;false
<panic::panic_info::PanicInfo<'a> as fmt::Debug>::fmt;false;false;true;false
f32::<impl f32>::next_down;false;false;true;false
<bool as random::Random>::random;false;false;true;false
<core_arch::simd::i32x32 as fmt::Debug>::fmt;false;false;true;false
intrinsics::simd::simd_reduce_or;true;false;false;false
<num::wrapping::Wrapping<T> as cmp::Ord>::cmp;false;false;true;false
"array::<impl cmp::PartialOrd for [T; N]>::lt";false;false;false;false
fmt::num::<impl fmt::Binary for isize>::fmt;false;false;true;false
intrinsics::simd::simd_round;true;false;false;false
num::dec2flt::fpu::fpu_precision::set_precision;false;false;false;false
<i8 as ops::bit::Shr<i128>>::shr;false;false;false;false
<num::wrapping::Wrapping<i64> as ops::arith::RemAssign>::rem_assign;false;false;true;false
<option::Option<T> as cmp::PartialOrd>::partial_cmp;false;false;true;false
ptr::const_ptr::<impl *const T>::byte_sub;true;true;true;false
core_arch::x86::avx512f::_mm512_cvtpd_epi32;true;true;true;false
<net::ip_addr::IpAddr as cmp::PartialOrd<net::ip_addr::Ipv6Addr>>::partial_cmp;false;false;true;false
<num::wrapping::Wrapping<i8> as ops::bit::Not>::not;false;false;false;false
core_arch::x86::avx512f::_mm_maskz_fixupimm_sd;true;true;true;false
num::nonzero::NonZero::<u16>::from_be;false;true;false;false
num::<impl u8>::overflowing_rem;false;false;false;false
core_arch::x86::avx512f::_mm256_mask_i64scatter_pd;true;true;true;false
num::wrapping::Wrapping::<u8>::to_be;false;false;false;false
num::nonzero::NonZero::<i128>::rotate_left;false;true;false;false
<i8 as ops::bit::Shr<&i8>>::shr;false;false;false;false
sync::atomic::atomic_and;true;true;true;false
<num::wrapping::Wrapping<isize> as ops::bit::Shl<&usize>>::shl;false;false;false;false
<&'a i64 as ops::bit::Shl<u16>>::shl;false;false;false;false
<&i64 as ops::bit::Shr<&i8>>::shr;false;false;false;false
<u128 as ops::bit::ShrAssign<u8>>::shr_assign;false;false;true;false
<num::wrapping::Wrapping<u128> as ops::arith::Rem<&num::wrapping::Wrapping<u128>>>::rem;false;false;false;false
<[mem::maybe_uninit::MaybeUninit<T>]>::assume_init_ref;true;true;false;false
<&'a u32 as ops::bit::Shr<i16>>::shr;false;false;false;false
<Iter as iter::traits::collect::TraitA<EA>>::extend;false;false;true;true
<str::pattern::CharSearcher<'a> as fmt::Debug>::fmt;false;false;true;false
<num::niche_types::NonZeroUsizeInner as fmt::Debug>::fmt;false;false;true;false
<&'a num::saturating::Saturating<u128> as ops::arith::Sub<num::saturating::Saturating<u128>>>::sub;false;false;false;false
str::lossy::Utf8Chunk::<'a>::invalid;false;false;false;false
core_arch::x86::avx512bw::_mm_mask_cmple_epu8_mask;true;true;false;false
core_arch::x86::avx512bw::_mm_mask_packs_epi32;true;true;false;false
<net::socket_addr::SocketAddrV6 as hash::Hash>::hash;false;false;true;false
num::<impl u16>::checked_neg;false;false;false;false
